document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0337,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Assemble and use equipment, such as catheters, tracheotomy tubes, or oxygen suppliers.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0338,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Collect samples, such as blood, urine, or sputum from patients, and perform routine laboratory tests on samples.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0339,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Prepare or examine food trays for conformance to prescribed diet.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0340,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Help patients with bathing, dressing, maintaining personal hygiene, moving in bed, or standing and walking.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0341,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Prepare patients for examinations, tests, or treatments and explain procedures.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0342,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Apply compresses, ice bags, or hot water bottles.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0343,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Provide medical treatment or personal care to patients in private home settings, such as cooking, keeping rooms orderly, seeing that patients are comfortable and in good spirits, or instructing family members in simple nursing tasks.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0344,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Sterilize equipment and supplies, using germicides, sterilizer, or autoclave.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0345,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Make appointments, keep records, or perform other clerical duties in doctors' offices or clinics.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0346,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Set up equipment and prepare medical treatment rooms.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0347,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Wash and dress bodies of deceased persons.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0348,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Clean rooms and make beds.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0349,Licensed Practical Nurse (L.P.N.),O*NET Task,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET lists the following occupational task: Inventory and requisition supplies and instruments.. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0350,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Turn or reposition bedridden patients.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0351,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Answer patient call signals, signal lights, bells, or intercom systems to determine patients' needs.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0352,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Feed patients or assist patients to eat or drink.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0353,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Measure and record food and liquid intake or urinary and fecal output, reporting changes to medical or nursing staff.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0354,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Provide physical support to assist patients to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0355,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Document or otherwise report observations of patient behavior, complaints, or physical symptoms to nurses.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0356,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Remind patients to take medications or nutritional supplements.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0357,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Review patients' dietary restrictions, food allergies, and preferences to ensure patient receives appropriate diet.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0358,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Undress, wash, and dress patients who are unable to do so for themselves.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0359,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0360,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Lift or assist others to lift patients to move them on or off beds, examination tables, surgical tables, or stretchers.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0361,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Supply, collect, or empty bedpans.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0362,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Communicate with patients to ascertain feelings or need for assistance or social and emotional support.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0363,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Record vital signs, such as temperature, blood pressure, pulse, or respiration rate, as directed by medical or nursing staff.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0364,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Gather information from caregivers, nurses, or physicians about patient condition, treatment plans, or appropriate activities.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0365,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Wash, groom, shave, or drape patients to prepare them for surgery, treatment, or examination.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0366,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Prepare or serve food trays.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0367,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Change bed linens or make beds.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0368,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Exercise patients who are comatose, paralyzed, or have restricted mobility.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0369,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Restock patient rooms with personal hygiene items, such as towels, washcloths, soap, or toilet paper.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0370,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Clean and sanitize patient rooms, bathrooms, examination rooms, or other patient areas.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0371,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Assist nurses or physicians in the operation of medical equipment or provision of patient care.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0372,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Record height or weight of patients.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0373,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport patients to treatment units, testing units, operating rooms, or other areas, using wheelchairs, stretchers, or moveable beds.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0374,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Collect specimens, such as urine, feces, or sputum.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0375,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Provide information, such as directions, visiting hours, or patient status information to visitors or callers.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0376,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Position or hold patients in position for surgical preparation.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0377,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Set up treating or testing equipment, such as oxygen tents, portable radiograph (x-ray) equipment, or overhead irrigation bottles, as directed by a physician or nurse.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0378,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Administer medications or treatments, such as catheterizations, suppositories, irrigations, enemas, massages, or douches, as directed by a physician or nurse.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0379,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0380,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Stock or issue medical supplies, such as dressing packs or treatment trays.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0381,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Explain medical instructions to patients or family members.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0382,Continuing Care Assistant,O*NET Task,O*NET,31-1131.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.. O*NET occupation: Nursing Assistants (31-1131.00)."
RAG_DOC_0383,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Lift or assist others to lift patients to move them on or off beds, examination tables, surgical tables, or stretchers.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0384,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport patients to treatment units, testing units, operating rooms, or other areas, using wheelchairs, stretchers, or moveable beds.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0385,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Disinfect or sterilize equipment or supplies, using germicides or sterilizing equipment.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0386,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Clean equipment, such as wheelchairs, hospital beds, or portable medical equipment, documenting needed repairs or maintenance.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0387,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Respond to emergency situations, such as emergency medical calls, security calls, or fire alarms.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0388,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Change soiled linens, such as bed linens, drapes, or cubicle curtains.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0389,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Carry messages or documents between departments.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0390,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport portable medical equipment or medical supplies between rooms or departments.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0391,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Clean and sanitize patient rooms, bathrooms, examination rooms, or other patient areas.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0392,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Collect and transport infectious or hazardous waste in closed containers for sterilization or disposal, in accordance with applicable law, standards, or policies.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0393,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport specimens, laboratory items, or pharmacy items, ensuring proper documentation and delivery to authorized personnel.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0394,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Collect soiled linen or trash.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0395,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Provide physical support to patients to assist them to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0396,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Separate collected materials for disposal, recycling, or reuse, in accordance with environmental policies.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0397,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Restrain patients to prevent violence or injury or to assist physicians or nurses to administer treatments.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0398,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Turn or reposition bedridden patients, alone or with assistance, to prevent bedsores.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0399,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Position or hold patients in position for surgical preparation.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0400,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Stock utility rooms, nonmedical storage rooms, or cleaning carts with supplies.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0401,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Answer patient call signals, signal lights, bells, or intercom systems to determine patients' needs.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0402,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Stock or issue medical supplies, such as dressing packs or treatment trays.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0403,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Transport bodies to the morgue.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0404,Continuing Care Assistant,O*NET Task,O*NET,31-1132.00,"For Continuing Care Assistant, O*NET lists the following occupational task: Serve or collect food trays.. O*NET occupation: Orderlies (31-1132.00)."
RAG_DOC_0405,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Resolve customer complaints regarding food service.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0406,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Train workers in food preparation, and in service, sanitation, and safety procedures.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0407,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Assign duties, responsibilities, and work stations to employees in accordance with work requirements.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0408,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Present bills and accept payments.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0409,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Perform various financial activities, such as cash handling, deposit preparation, and payroll.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0410,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Supervise and participate in kitchen and dining area cleaning activities.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0411,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Recommend measures for improving work procedures and worker performance to increase service quality and enhance job safety.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0412,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Specify food portions and courses, production and time sequences, and workstation and equipment arrangements.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0413,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Control inventories of food, equipment, smallware, and liquor, and report shortages to designated personnel.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0414,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Observe and evaluate workers and work procedures to ensure quality standards and service, and complete disciplinary write-ups.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0415,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Analyze operational problems, such as theft and wastage, and establish procedures to alleviate these problems.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0416,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Inspect supplies, equipment, and work areas to ensure efficient service and conformance to standards.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0417,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Greet and seat guests, and present menus and wine lists.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0418,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Evaluate new products for usefulness and suitability.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0419,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Compile and balance cash receipts at the end of the day or shift.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0420,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Forecast staff, equipment, and supply requirements, based on a master menu.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0421,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0422,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Record production, operational, and personnel data on specified forms.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0423,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Perform personnel actions, such as hiring and firing staff, providing employee orientation and training, and conducting supervisory activities, such as creating work schedules or organizing employee time sheets.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0424,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Estimate ingredients and supplies required to prepare a recipe.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0425,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Purchase or requisition supplies and equipment needed to ensure quality and timely delivery of services.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0426,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Perform food preparation and serving duties, such as carving meat, preparing flambe dishes, or serving wine and liquor.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0427,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Schedule parties and take reservations.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0428,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Develop departmental objectives, budgets, policies, procedures, and strategies.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0429,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Conduct meetings and collaborate with other personnel for menu planning, serving arrangements, and related details.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0430,Food Service Supervisor,O*NET Task,O*NET,35-1012.00,"For Food Service Supervisor, O*NET lists the following occupational task: Develop equipment maintenance schedules and arrange for repairs.. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00)."
RAG_DOC_0431,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Greet customers and ascertain what each customer wants or needs.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0432,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Greet customers and ascertain what each customer wants or needs.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0433,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Recommend, select, and help locate or obtain merchandise based on customer needs and desires.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0434,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Recommend, select, and help locate or obtain merchandise based on customer needs and desires.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0435,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Compute sales prices, total purchases, and receive and process cash or credit payment.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0436,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Compute sales prices, total purchases, and receive and process cash or credit payment.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0437,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Prepare merchandise for purchase or rental.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0438,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Prepare merchandise for purchase or rental.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0439,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Answer questions regarding the store and its merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0440,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Answer questions regarding the store and its merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0441,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0442,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0443,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Demonstrate use or operation of merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0444,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Demonstrate use or operation of merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
