candidate_id,top_recommended_occupation,final_rag_explanation,rag_explanation_source,final_rag_status
Candidate_039,Food Service Supervisor,"Recommendation: Food Service Supervisor is the Top-1 career recommendation for Candidate_039, with a hybrid recommendation score of 100.00. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Skill-gap analysis: No missing O*NET skills were identified for the candidate's Top-1 occupation using the current matching method. Relevant occupational evidence: For Food Service Supervisor, O*NET lists the following occupational task: Perform personnel actions, such as hiring and firing staff, providing employee orientation and training, and conducting supervisory activities, such as creating work schedules or organizing employee time sheets. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0423] For Food Service Supervisor, O*NET lists the following occupational task: Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0421] For Food Service Supervisor, O*NET lists the following occupational task: Perform food preparation and serving duties, such as carving meat, preparing flambe dishes, or serving wine and liquor. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0426] Canadian labour demand: The project-derived demand score for Food Service Supervisor is 68.33%, categorized as Moderate. For Food Service Supervisor in the Canadian labour-market dataset, there are 1061 job postings and 2524 total vacancies across 12 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 68.33%. [RAG_DOC_0661] Education pathway status: CIP pathway available. Review mapped CIP education pathways. Integrated profile for Food Service Supervisor: O*NET occupation First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00); Job Zone 2; 12 O*NET education records; 29 training records; 5 mapped CIP programs; and 5 CIP-SOC mapping records. [RAG_DOC_0694] For Food Service Supervisor, the project crosswalk identifies 5 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0684] Supporting sources: RAG_DOC_0423 — O*NET [35-1012.00]; RAG_DOC_0421 — O*NET [35-1012.00]; RAG_DOC_0426 — O*NET [35-1012.00]; RAG_DOC_0661 — Government of Canada Job Bank [62020]; RAG_DOC_0694 — Integrated O*NET-CIP Profile [35-1012.00]; RAG_DOC_0684 — CIP / Project Crosswalk [CIP2020]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_040,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_040, with a hybrid recommendation score of 58.55. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_041,Office Manager,"Recommendation: Office Manager is the Top-1 career recommendation for Candidate_041, with a hybrid recommendation score of 74.62. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Speaking (69.14% prescriptive priority; O*NET importance 4.00; required level 4.00) [RAG_DOC_0129]; Active Listening (68.42% prescriptive priority; O*NET importance 4.00; required level 3.88) [RAG_DOC_0122]; Science (27.14% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0128]. Relevant occupational evidence: For Office Manager, O*NET lists the following occupational task: Develop work schedules according to budgets and workloads. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0518] For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0480] For Office Manager, O*NET lists the following occupational task: Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0508] Canadian labour demand: The project-derived demand score for Office Manager is 52.86%, categorized as Moderate. For Office Manager in the Canadian labour-market dataset, there are 676 job postings and 1709 total vacancies across 13 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 52.86%. [RAG_DOC_0664] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Office Manager, the project crosswalk identifies 13 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0678] Integrated profile for Office Manager: O*NET occupation First-Line Supervisors of Office and Administrative Support Workers (43-1011.00); Job Zone 3; 48 O*NET education records; 58 training records; 13 mapped CIP programs; and 26 CIP-SOC mapping records. [RAG_DOC_0703] Supporting sources: RAG_DOC_0129 — O*NET [43-1011.00]; RAG_DOC_0122 — O*NET [43-1011.00]; RAG_DOC_0128 — O*NET [43-1011.00]; RAG_DOC_0518 — O*NET [43-1011.00]; RAG_DOC_0480 — O*NET [43-1011.00]; RAG_DOC_0508 — O*NET [43-1011.00]; RAG_DOC_0664 — Government of Canada Job Bank [13100]; RAG_DOC_0678 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0703 — Integrated O*NET-CIP Profile [43-1011.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_042,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_042, with a hybrid recommendation score of 58.55. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_043,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_043, with a hybrid recommendation score of 79.96. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_044,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_044, with a hybrid recommendation score of 78.59. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_045,Administrative Assistant,"Recommendation: Administrative Assistant is the final Top-1 career recommendation for Candidate_045, with an overall hybrid recommendation score of 75.72%. The recommendation combines candidate skill alignment (100.00%), semantic similarity (62.72%), Canadian labour-demand evidence (43.85%), and education alignment (100.00%). The prescriptive skill-gap analysis identified 3 missing skill(s) for this occupation. The highest-priority development areas are: Active Learning (52.82%); Learning Strategies (41.54%); Science (23.54%). Recommended action: Develop priority skills: Active Learning, Learning Strategies, Science. The explanation is grounded in the project's RAG knowledge base using evidence from: CIP Education Pathway; Canadian Labour Demand; Integrated Occupation Profile; O*NET Skill; O*NET Task; Occupation Profile. Supporting document IDs: RAG_DOC_0006; RAG_DOC_0688; RAG_DOC_0021; RAG_DOC_0024; RAG_DOC_0028; RAG_DOC_0585; RAG_DOC_0586; RAG_DOC_0587; RAG_DOC_0666; RAG_DOC_0680.",Regenerated for final-hybrid Top-1 occupation,Ready
Candidate_046,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_046, with a hybrid recommendation score of 63.86. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_047,Food Service Supervisor,"Recommendation: Food Service Supervisor is the final Top-1 career recommendation for Candidate_047, with an overall hybrid recommendation score of 73.01%. The recommendation combines candidate skill alignment (92.66%), semantic similarity (48.32%), Canadian labour-demand evidence (68.33%), and education alignment (100.00%). The prescriptive skill-gap analysis identified 1 missing skill(s) for this occupation. The highest-priority development areas are: Science (33.33%). Recommended action: Develop priority skills: Science. The explanation is grounded in the project's RAG knowledge base using evidence from: CIP Education Pathway; Canadian Labour Demand; Integrated Occupation Profile; O*NET Skill; O*NET Task; Occupation Profile. Supporting document IDs: RAG_DOC_0012; RAG_DOC_0694; RAG_DOC_0078; RAG_DOC_0405; RAG_DOC_0406; RAG_DOC_0407; RAG_DOC_0661; RAG_DOC_0684.",Regenerated for final-hybrid Top-1 occupation,Ready
Candidate_048,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_048, with a hybrid recommendation score of 63.86. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_049,Software Developer,"Recommendation: Software Developer is the final Top-1 career recommendation for Candidate_049, with an overall hybrid recommendation score of 70.20%. The recommendation combines candidate skill alignment (58.91%), semantic similarity (100.00%), Canadian labour-demand evidence (22.91%), and education alignment (100.00%). The prescriptive skill-gap analysis identified 5 missing skill(s) for this occupation. The highest-priority development areas are: Active Listening (52.72%); Speaking (49.60%); Mathematics (45.16%). Recommended action: Develop priority skills: Active Listening, Speaking, Mathematics. The explanation is grounded in the project's RAG knowledge base using evidence from: CIP Education Pathway; Canadian Labour Demand; Integrated Occupation Profile; O*NET Skill; O*NET Task; Occupation Profile. Supporting document IDs: RAG_DOC_0001; RAG_DOC_0707; RAG_DOC_0162; RAG_DOC_0169; RAG_DOC_0165; RAG_DOC_0249; RAG_DOC_0250; RAG_DOC_0251; RAG_DOC_0672; RAG_DOC_0673.",Regenerated for final-hybrid Top-1 occupation,Ready
Candidate_050,Administrative Assistant,"Recommendation: Administrative Assistant is the Top-1 career recommendation for Candidate_050, with a hybrid recommendation score of 93.24. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Mathematics (39.26% prescriptive priority; O*NET importance 2.00; required level 1.62) [RAG_DOC_0025]; Science (23.54% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0028]. Relevant occupational evidence: For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0605] For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0590] For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0606] Canadian labour demand: The project-derived demand score for Administrative Assistant is 43.85%, categorized as Moderate. For Administrative Assistant in the Canadian labour-market dataset, there are 812 job postings and 890 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 43.85%. [RAG_DOC_0666] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Administrative Assistant, the project crosswalk identifies 2 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0680] Integrated profile for Administrative Assistant: O*NET occupation Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00); Job Zone 2; 12 O*NET education records; 29 training records; 2 mapped CIP programs; and 2 CIP-SOC mapping records. [RAG_DOC_0688] Supporting sources: RAG_DOC_0025 — O*NET [43-6014.00]; RAG_DOC_0028 — O*NET [43-6014.00]; RAG_DOC_0605 — O*NET [43-6014.00]; RAG_DOC_0590 — O*NET [43-6014.00]; RAG_DOC_0606 — O*NET [43-6014.00]; RAG_DOC_0666 — Government of Canada Job Bank [13110]; RAG_DOC_0680 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0688 — Integrated O*NET-CIP Profile [43-6014.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_051,Software Developer,"Recommendation: Software Developer is the final Top-1 career recommendation for Candidate_051, with an overall hybrid recommendation score of 84.54%. The recommendation combines candidate skill alignment (99.88%), semantic similarity (100.00%), Canadian labour-demand evidence (22.91%), and education alignment (100.00%). The prescriptive skill-gap analysis identified 6 missing skill(s) for this occupation. The highest-priority development areas are: Active Listening (52.72%); Speaking (49.60%); Monitoring (48.16%). Recommended action: Develop priority skills: Active Listening, Speaking, Monitoring. The explanation is grounded in the project's RAG knowledge base using evidence from: CIP Education Pathway; Canadian Labour Demand; Integrated Occupation Profile; O*NET Skill; O*NET Task; Occupation Profile. Supporting document IDs: RAG_DOC_0001; RAG_DOC_0707; RAG_DOC_0162; RAG_DOC_0169; RAG_DOC_0166; RAG_DOC_0249; RAG_DOC_0250; RAG_DOC_0251; RAG_DOC_0672; RAG_DOC_0673.",Regenerated for final-hybrid Top-1 occupation,Ready
Candidate_052,Software Developer,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_052, with a hybrid recommendation score of 78.59. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready
Candidate_053,Software Developer,"Recommendation: Software Developer is the final Top-1 career recommendation for Candidate_053, with an overall hybrid recommendation score of 76.09%. The recommendation combines candidate skill alignment (75.75%), semantic similarity (100.00%), Canadian labour-demand evidence (22.91%), and education alignment (100.00%). The prescriptive skill-gap analysis identified 5 missing skill(s) for this occupation. The highest-priority development areas are: Active Listening (52.72%); Speaking (49.60%); Monitoring (48.16%). Recommended action: Develop priority skills: Active Listening, Speaking, Monitoring. The explanation is grounded in the project's RAG knowledge base using evidence from: CIP Education Pathway; Canadian Labour Demand; Integrated Occupation Profile; O*NET Skill; O*NET Task; Occupation Profile. Supporting document IDs: RAG_DOC_0001; RAG_DOC_0707; RAG_DOC_0162; RAG_DOC_0169; RAG_DOC_0166; RAG_DOC_0249; RAG_DOC_0250; RAG_DOC_0251; RAG_DOC_0672; RAG_DOC_0673.",Regenerated for final-hybrid Top-1 occupation,Ready
