candidate_id,recommended_occupation,hybrid_recommendation_score,missing_skill_count,priority_missing_skills,demand_percentage,demand_level,cip_status,education_action,skill_source_ids,task_source_ids,demand_source_ids,education_source_ids,rag_explanation
Candidate_051,Administrative Assistant,47.9264,3,"Active Listening, Speaking, Monitoring",43.85,Moderate,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0022; RAG_DOC_0029; RAG_DOC_0026,RAG_DOC_0605; RAG_DOC_0590; RAG_DOC_0606,RAG_DOC_0666,RAG_DOC_0680; RAG_DOC_0688,"Recommendation: Administrative Assistant is the Top-1 career recommendation for Candidate_051, with a hybrid recommendation score of 47.93. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (64.04% prescriptive priority; O*NET importance 4.00; required level 3.75) [RAG_DOC_0022]; Speaking (63.26% prescriptive priority; O*NET importance 4.00; required level 3.62) [RAG_DOC_0029]; Monitoring (55.76% prescriptive priority; O*NET importance 3.12; required level 3.25) [RAG_DOC_0026]. Relevant occupational evidence: For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0605] For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0590] For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0606] Canadian labour demand: The project-derived demand score for Administrative Assistant is 43.85%, categorized as Moderate. For Administrative Assistant in the Canadian labour-market dataset, there are 812 job postings and 890 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 43.85%. [RAG_DOC_0666] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Administrative Assistant, the project crosswalk identifies 2 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0680] Integrated profile for Administrative Assistant: O*NET occupation Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00); Job Zone 2; 12 O*NET education records; 29 training records; 2 mapped CIP programs; and 2 CIP-SOC mapping records. [RAG_DOC_0688] Supporting sources: RAG_DOC_0022 — O*NET [43-6014.00]; RAG_DOC_0029 — O*NET [43-6014.00]; RAG_DOC_0026 — O*NET [43-6014.00]; RAG_DOC_0605 — O*NET [43-6014.00]; RAG_DOC_0590 — O*NET [43-6014.00]; RAG_DOC_0606 — O*NET [43-6014.00]; RAG_DOC_0666 — Government of Canada Job Bank [13110]; RAG_DOC_0680 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0688 — Integrated O*NET-CIP Profile [43-6014.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_052,Software Developer,78.5914,2,"Active Listening, Speaking",22.91,Lower,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0162; RAG_DOC_0169,RAG_DOC_0256; RAG_DOC_0253; RAG_DOC_0250,RAG_DOC_0672,RAG_DOC_0673; RAG_DOC_0707,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_052, with a hybrid recommendation score of 78.59. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_053,Bookkeeper,58.071,3,"Active Listening, Speaking, Monitoring",29.92,Lower,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0032; RAG_DOC_0039; RAG_DOC_0036,RAG_DOC_0556; RAG_DOC_0541; RAG_DOC_0543,RAG_DOC_0670,RAG_DOC_0676; RAG_DOC_0689,"Recommendation: Bookkeeper is the Top-1 career recommendation for Candidate_053, with a hybrid recommendation score of 58.07. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (53.97% prescriptive priority; O*NET importance 3.25; required level 3.75) [RAG_DOC_0032]; Speaking (49.41% prescriptive priority; O*NET importance 3.12; required level 3.12) [RAG_DOC_0039]; Monitoring (47.25% prescriptive priority; O*NET importance 3.00; required level 2.88) [RAG_DOC_0036]. Relevant occupational evidence: For Bookkeeper, O*NET lists the following occupational task: Complete and submit tax forms and returns, workers' compensation forms, pension contribution forms, and other government documents. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00). [RAG_DOC_0556] For Bookkeeper, O*NET lists the following occupational task: Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00). [RAG_DOC_0541] For Bookkeeper, O*NET lists the following occupational task: Perform general office duties, such as filing, answering telephones, and handling routine correspondence. O*NET occupation: Bookkeeping, Accounting, and Auditing Clerks (43-3031.00). [RAG_DOC_0543] Canadian labour demand: The project-derived demand score for Bookkeeper is 29.92%, categorized as Lower. For Bookkeeper in the Canadian labour-market dataset, there are 396 job postings and 422 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 29.92%. [RAG_DOC_0670] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Bookkeeper, the project crosswalk identifies 1 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0676] Integrated profile for Bookkeeper: O*NET occupation Bookkeeping, Accounting, and Auditing Clerks (43-3031.00); Job Zone 3; 12 O*NET education records; 29 training records; 1 mapped CIP programs; and 1 CIP-SOC mapping records. [RAG_DOC_0689] Supporting sources: RAG_DOC_0032 — O*NET [43-3031.00]; RAG_DOC_0039 — O*NET [43-3031.00]; RAG_DOC_0036 — O*NET [43-3031.00]; RAG_DOC_0556 — O*NET [43-3031.00]; RAG_DOC_0541 — O*NET [43-3031.00]; RAG_DOC_0543 — O*NET [43-3031.00]; RAG_DOC_0670 — Government of Canada Job Bank [12200]; RAG_DOC_0676 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0689 — Integrated O*NET-CIP Profile [43-3031.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_054,Office Manager,98.5612,1,Science,52.86,Moderate,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0128,RAG_DOC_0518; RAG_DOC_0480; RAG_DOC_0508,RAG_DOC_0664,RAG_DOC_0678; RAG_DOC_0703,"Recommendation: Office Manager is the Top-1 career recommendation for Candidate_054, with a hybrid recommendation score of 98.56. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Science (27.14% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0128]. Relevant occupational evidence: For Office Manager, O*NET lists the following occupational task: Develop work schedules according to budgets and workloads. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0518] For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0480] For Office Manager, O*NET lists the following occupational task: Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0508] Canadian labour demand: The project-derived demand score for Office Manager is 52.86%, categorized as Moderate. For Office Manager in the Canadian labour-market dataset, there are 676 job postings and 1709 total vacancies across 13 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 52.86%. [RAG_DOC_0664] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Office Manager, the project crosswalk identifies 13 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0678] Integrated profile for Office Manager: O*NET occupation First-Line Supervisors of Office and Administrative Support Workers (43-1011.00); Job Zone 3; 48 O*NET education records; 58 training records; 13 mapped CIP programs; and 26 CIP-SOC mapping records. [RAG_DOC_0703] Supporting sources: RAG_DOC_0128 — O*NET [43-1011.00]; RAG_DOC_0518 — O*NET [43-1011.00]; RAG_DOC_0480 — O*NET [43-1011.00]; RAG_DOC_0508 — O*NET [43-1011.00]; RAG_DOC_0664 — Government of Canada Job Bank [13100]; RAG_DOC_0678 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0703 — Integrated O*NET-CIP Profile [43-1011.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_055,Office Manager,67.6869,3,"Speaking, Active Listening, Mathematics",52.86,Moderate,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0129; RAG_DOC_0122; RAG_DOC_0125,RAG_DOC_0518; RAG_DOC_0480; RAG_DOC_0508,RAG_DOC_0664,RAG_DOC_0678; RAG_DOC_0703,"Recommendation: Office Manager is the Top-1 career recommendation for Candidate_055, with a hybrid recommendation score of 67.69. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Speaking (69.14% prescriptive priority; O*NET importance 4.00; required level 4.00) [RAG_DOC_0129]; Active Listening (68.42% prescriptive priority; O*NET importance 4.00; required level 3.88) [RAG_DOC_0122]; Mathematics (54.14% prescriptive priority; O*NET importance 2.75; required level 2.75) [RAG_DOC_0125]. Relevant occupational evidence: For Office Manager, O*NET lists the following occupational task: Develop work schedules according to budgets and workloads. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0518] For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0480] For Office Manager, O*NET lists the following occupational task: Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0508] Canadian labour demand: The project-derived demand score for Office Manager is 52.86%, categorized as Moderate. For Office Manager in the Canadian labour-market dataset, there are 676 job postings and 1709 total vacancies across 13 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 52.86%. [RAG_DOC_0664] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Office Manager, the project crosswalk identifies 13 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0678] Integrated profile for Office Manager: O*NET occupation First-Line Supervisors of Office and Administrative Support Workers (43-1011.00); Job Zone 3; 48 O*NET education records; 58 training records; 13 mapped CIP programs; and 26 CIP-SOC mapping records. [RAG_DOC_0703] Supporting sources: RAG_DOC_0129 — O*NET [43-1011.00]; RAG_DOC_0122 — O*NET [43-1011.00]; RAG_DOC_0125 — O*NET [43-1011.00]; RAG_DOC_0518 — O*NET [43-1011.00]; RAG_DOC_0480 — O*NET [43-1011.00]; RAG_DOC_0508 — O*NET [43-1011.00]; RAG_DOC_0664 — Government of Canada Job Bank [13100]; RAG_DOC_0678 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0703 — Integrated O*NET-CIP Profile [43-1011.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_056,Administrative Assistant,93.2442,2,"Mathematics, Science",43.85,Moderate,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0025; RAG_DOC_0028,RAG_DOC_0605; RAG_DOC_0590; RAG_DOC_0606,RAG_DOC_0666,RAG_DOC_0680; RAG_DOC_0688,"Recommendation: Administrative Assistant is the Top-1 career recommendation for Candidate_056, with a hybrid recommendation score of 93.24. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Mathematics (39.26% prescriptive priority; O*NET importance 2.00; required level 1.62) [RAG_DOC_0025]; Science (23.54% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0028]. Relevant occupational evidence: For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0605] For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0590] For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0606] Canadian labour demand: The project-derived demand score for Administrative Assistant is 43.85%, categorized as Moderate. For Administrative Assistant in the Canadian labour-market dataset, there are 812 job postings and 890 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 43.85%. [RAG_DOC_0666] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Administrative Assistant, the project crosswalk identifies 2 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0680] Integrated profile for Administrative Assistant: O*NET occupation Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00); Job Zone 2; 12 O*NET education records; 29 training records; 2 mapped CIP programs; and 2 CIP-SOC mapping records. [RAG_DOC_0688] Supporting sources: RAG_DOC_0025 — O*NET [43-6014.00]; RAG_DOC_0028 — O*NET [43-6014.00]; RAG_DOC_0605 — O*NET [43-6014.00]; RAG_DOC_0590 — O*NET [43-6014.00]; RAG_DOC_0606 — O*NET [43-6014.00]; RAG_DOC_0666 — Government of Canada Job Bank [13110]; RAG_DOC_0680 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0688 — Integrated O*NET-CIP Profile [43-6014.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_057,Software Developer,90.463,1,Monitoring,22.91,Lower,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0166,RAG_DOC_0256; RAG_DOC_0253; RAG_DOC_0250,RAG_DOC_0672,RAG_DOC_0673; RAG_DOC_0707,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_057, with a hybrid recommendation score of 90.46. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_058,Administrative Assistant,82.6368,3,"Monitoring, Mathematics, Science",43.85,Moderate,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0026; RAG_DOC_0025; RAG_DOC_0028,RAG_DOC_0605; RAG_DOC_0590; RAG_DOC_0606,RAG_DOC_0666,RAG_DOC_0680; RAG_DOC_0688,"Recommendation: Administrative Assistant is the Top-1 career recommendation for Candidate_058, with a hybrid recommendation score of 82.64. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Monitoring (55.76% prescriptive priority; O*NET importance 3.12; required level 3.25) [RAG_DOC_0026]; Mathematics (39.26% prescriptive priority; O*NET importance 2.00; required level 1.62) [RAG_DOC_0025]; Science (23.54% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0028]. Relevant occupational evidence: For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0605] For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0590] For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0606] Canadian labour demand: The project-derived demand score for Administrative Assistant is 43.85%, categorized as Moderate. For Administrative Assistant in the Canadian labour-market dataset, there are 812 job postings and 890 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 43.85%. [RAG_DOC_0666] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Administrative Assistant, the project crosswalk identifies 2 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0680] Integrated profile for Administrative Assistant: O*NET occupation Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00); Job Zone 2; 12 O*NET education records; 29 training records; 2 mapped CIP programs; and 2 CIP-SOC mapping records. [RAG_DOC_0688] Supporting sources: RAG_DOC_0026 — O*NET [43-6014.00]; RAG_DOC_0025 — O*NET [43-6014.00]; RAG_DOC_0028 — O*NET [43-6014.00]; RAG_DOC_0605 — O*NET [43-6014.00]; RAG_DOC_0590 — O*NET [43-6014.00]; RAG_DOC_0606 — O*NET [43-6014.00]; RAG_DOC_0666 — Government of Canada Job Bank [13110]; RAG_DOC_0680 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0688 — Integrated O*NET-CIP Profile [43-6014.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_059,Software Developer,69.0545,3,"Active Listening, Speaking, Monitoring",22.91,Lower,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0162; RAG_DOC_0169; RAG_DOC_0166,RAG_DOC_0256; RAG_DOC_0253; RAG_DOC_0250,RAG_DOC_0672,RAG_DOC_0673; RAG_DOC_0707,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_059, with a hybrid recommendation score of 69.05. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
Candidate_060,Software Developer,58.5476,3,"Active Listening, Writing, Speaking",22.91,Lower,CIP pathway available,Review mapped CIP education pathways,RAG_DOC_0162; RAG_DOC_0170; RAG_DOC_0169,RAG_DOC_0256; RAG_DOC_0253; RAG_DOC_0250,RAG_DOC_0672,RAG_DOC_0673; RAG_DOC_0707,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_060, with a hybrid recommendation score of 58.55. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance."
